rom,game,year,company,genre,platform
backgamc,Backgammon Challenger,1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
bridgec,Bridge Challenger,1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
cc7a,"Chess Challenger ""7"" (set 2)",1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
cc10c,"Chess Challenger (model UCC10, 10 levels)",1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
bridgecv,Voice Bridge Challenger,1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
vcc,Voice Chess Challenger (set 1),1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
vcca,Voice Chess Challenger (set 2),1979,Fidelity Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
f2pbball,2 Player Baseball (Fonas),1979,Fonas,Sports,Arcade Hardware (Unknown)
f3in1,"3 in 1: Football, Basketball, Soccer",1979,Fonas,Sports,Arcade Hardware (Unknown)
ftri1,Tri-1 (Fonas),1979,Fonas,Arcade,Arcade Hardware (Unknown)
f1392,Fountain 1392,1979,Fountain,Action (Multiplayer),Arcade Hardware (Unknown)
fforce2,Fountain Force 2,1979,Fountain,Action (Multiplayer),Arcade Hardware (Unknown)
modellot,Modello T,1979,General Processor,Keyboard/Typing,Arcade Hardware (Unknown)
headon1,Head On (1 player),1979,Gremlin,Action,Sega Arcade Hardware
headon,Head On (2 players),1979,Gremlin,Action,Sega Arcade Hardware
spc4000,Super Play Computer 4000,1979,Grundig,Action (Multiplayer),Arcade Hardware (Unknown)
hp64k,HP 64000,1979,HP,Keyboard/Typing,Arcade Hardware (Unknown)
hmg1292,HMG 1292,1979,Hanimex,Action (Multiplayer),Arcade Hardware (Unknown)
hmg1392,HMG 1392,1979,Hanimex,Action (Multiplayer),Arcade Hardware (Unknown)
hazl1420,1420 Video Display Terminal,1979,Hazeltine,Keyboard/Typing,Arcade Hardware (Unknown)
hazl1552,Hazeltine 1552,1979,Hazeltine Corporation,Keyboard/Typing,Arcade Hardware (Unknown)
h19,H-19 Terminal,1979,Heath Company,Keyboard/Typing,Arcade Hardware (Unknown)
h88,H-88,1979,Heath Company,Keyboard/Typing,Arcade Hardware (Unknown)
h89,H-89,1979,Heath Company,Keyboard/Typing,Arcade Hardware (Unknown)
hp9835a,9835A,1979,Hewlett-Packard,Arcade,Arcade Hardware (Unknown)
hp9835b,9835B,1979,Hewlett-Packard,Arcade,Arcade Hardware (Unknown)
hp9845b,9845B,1979,Hewlett-Packard,Keyboard/Typing,Arcade Hardware (Unknown)
hp9845b_de,9845B (Germany),1979,Hewlett-Packard,Keyboard/Typing,Arcade Hardware (Unknown)
ipminvad,"IPM Invader (M10, set 1)",1979,IPM,Action (Multiplayer),Irem Arcade
ipminvad1,"IPM Invader (M10, set 2)",1979,IPM,Action (Multiplayer),Irem Arcade
ipminvad2,IPM Invader (M11),1979,IPM,Action (Multiplayer),Irem Arcade
elecdet,Electronic Detective,1979,Ideal Toy Corporation,Keyboard/Typing,Arcade Hardware (Unknown)
maniac,Maniac,1979,Ideal Toy Corporation,Arcade,Arcade Hardware (Unknown)
imds2,Intellec MDS-II,1979,Intel,Keyboard/Typing,Arcade Hardware (Unknown)
sdk86,MCS-86 System Design Kit,1979,Intel,Keyboard/Typing,Arcade Hardware (Unknown)
isbc8010b,iSBC 80/10B,1979,Intel,Keyboard/Typing,Arcade Hardware (Unknown)
interact,Interact Family Computer,1979,Interact Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
mastmind,Electronic Master Mind (Invicta),1979,Invicta,Keyboard/Typing,Arcade Hardware (Unknown)
smastmind,Super-Sonic Electronic Master Mind,1979,Invicta,Keyboard/Typing,Arcade Hardware (Unknown)
headoni,"Head On (Irem, M-15 Hardware)",1979,Irem,Action (Multiplayer),Irem Arcade
spacbeam,Space Beam,1979,Irem,Action (Multiplayer),Irem Arcade
dps1,DPS-1,1979,Ithaca InterSystems,Keyboard/Typing,Arcade Hardware (Unknown)
sos,SOS,1979,K.K. Tokki (Namco license),Action (Multiplayer),Namco Arcade Hardware
rotaryf,Rotary Fighter,1979,Kasco,Fighting,Arcade Hardware (Unknown)
starwbc,Star Wars: Electronic Battle Command Game,1979,Kenner,Keyboard/Typing,Arcade Hardware (Unknown)
starwbcp,Star Wars: Electronic Battle Command Game (patent),1979,Kenner,Keyboard/Typing,Arcade Hardware (Unknown)
drdunk,Dr. Dunk,1979,Kmart Corporation,Action,Arcade Hardware (Unknown)
dunksunk,Dunk 'n Sunk,1979,Kmart Corporation,Action,Arcade Hardware (Unknown)
tvc4000,TVC-4000,1979,Koerting,Action (Multiplayer),Arcade Hardware (Unknown)
spcking2,Space King 2,1979,Konami,Action (Multiplayer),Arcade Hardware (Unknown)
spcewarl,Space War (Leijac Corporation),1979,Konami (Leijac Corporation license),Action (Multiplayer),Arcade Hardware (Unknown)
astro,Astro,1979,Kosmos,Keyboard/Typing,Arcade Hardware (Unknown)
emma2,Emma II trainer,1979,L.J.Technical Systems,Keyboard/Typing,Arcade Hardware (Unknown)
dauphin,Dauphin,1979,LCD EPFL Stoppani,Keyboard/Typing,Arcade Hardware (Unknown)
compperf,Computer Perfection,1979,Lakeside,Arcade,Arcade Hardware (Unknown)
lnsy1392,Lansay 1392,1979,Lansay,Action (Multiplayer),Arcade Hardware (Unknown)
lk3000,LK-3000,1979,Lexicon,Keyboard/Typing,Arcade Hardware (Unknown)
odyssey2,Odyssey 2 (US),1979,Magnavox,Action (Multiplayer),Arcade Hardware (Unknown)
mbaskb2,Basketball 2 (Mattel),1979,Mattel Electronics,Sports,Arcade Hardware (Unknown)
brainbaf,Brain Baffler,1979,Mattel Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
mcompgin,Computer Gin,1979,Mattel Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
funjacks,Funtronics: Jacks,1979,Mattel Electronics,Arcade,Arcade Hardware (Unknown)
funrlgl,Funtronics: Red Light Green Light,1979,Mattel Electronics,Arcade,Arcade Hardware (Unknown)
horocomp,Horoscope Computer,1979,Mattel Electronics,Keyboard/Typing,Arcade Hardware (Unknown)
intv,Intellivision,1979,Mattel Electronics,Action (Multiplayer),Arcade Hardware (Unknown)
msoccer2,Soccer 2 (Mattel),1979,Mattel Electronics,Sports,Arcade Hardware (Unknown)
horseran,Thoroughbred Horse Race Analyzer,1979,Mattel Electronics,Racing,Arcade Hardware (Unknown)
mvbfree,Mini-Vid: Break Free,1979,Mego,Action (Multiplayer),Arcade Hardware (Unknown)
d6800,Dream 6800,1979,Michael Bauer,Keyboard/Typing,Arcade Hardware (Unknown)
phantom2,Phantom II,1979,Midway,Action,Arcade Hardware (Unknown)
microvsn,Microvision,1979,Milton Bradley,Dial/Paddle,Arcade Hardware (Unknown)
simonf,Simon (rev. F),1979,Milton Bradley,Arcade,Arcade Hardware (Unknown)
ssimon,Super Simon,1979,Milton Bradley,Arcade,Arcade Hardware (Unknown)
subhuntr,Sub Hunter (Model Racing),1979,Model Racing,Racing,Arcade Hardware (Unknown)
sshot,Super Shot (set 1),1979,Model Racing,Lightgun Shooter,Arcade Hardware (Unknown)
sshota,Super Shot (set 2),1979,Model Racing,Lightgun Shooter,Arcade Hardware (Unknown)
exorterm155,EXORterm 155,1979,Motorola,Keyboard/Typing,Arcade Hardware (Unknown)
pc8001,PC-8001,1979,NEC,Keyboard/Typing,Arcade Hardware (Unknown)
bombbee,Bomb Bee,1979,Namco,Dial/Paddle,Namco Arcade Hardware
cutieq,Cutie Q,1979,Namco,Dial/Paddle,Namco Arcade Hardware
galaxian,Galaxian (Namco set 1),1979,Namco,Action (Multiplayer),Arcade Hardware (Unknown)
galaxiana,Galaxian (Namco set 2),1979,Namco,Action (Multiplayer),Arcade Hardware (Unknown)
galaxiani,Galaxian (Irem),1979,Namco (Irem license),Action (Multiplayer),Arcade Hardware (Unknown)
galaxianm,Galaxian (Midway set 1),1979,Namco (Midway license),Action (Multiplayer),Arcade Hardware (Unknown)
galaxianmo,Galaxian (Midway set 2),1979,Namco (Midway license),Action (Multiplayer),Arcade Hardware (Unknown)
galaxiant,Galaxian (Taito),1979,Namco (Taito license),Action (Multiplayer),Arcade Hardware (Unknown)
moonaln,Moon Alien,1979,Namco / Nichibutsu (Karateco license?),Action (Multiplayer),Arcade Hardware (Unknown)
spacian2,T.T Spacian Part-2,1979,Namco / Taito,Action (Multiplayer),Arcade Hardware (Unknown)
nascom2,Nascom 2,1979,Nascom Microcomputers,Keyboard/Typing,Arcade Hardware (Unknown)
qkracera,QuizKid Racer (COP420 version),1979,National Semiconductor,Racing,Arcade Hardware (Unknown)
exp85,Explorer/85,1979,Netronics,Keyboard/Typing,Arcade Hardware (Unknown)
rollingc,Rolling Crash / Moon Base,1979,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
headonn,Head On N,1979,Nintendo,Action (Multiplayer),Sega Arcade Hardware
mmagic,Monkey Magic,1979,Nintendo,Dial/Paddle,Arcade Hardware (Unknown)
highspltb,SF-HiSplitter (alt sound),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
highsplt,SF-HiSplitter (set 1),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
highsplta,SF-HiSplitter (set 2),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
sheriff,Sheriff,1979,Nintendo,Arcade,Arcade Hardware (Unknown)
spacefev,Space Fever (new version),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
spacefevo,Space Fever (old version),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
spacefevo2,Space Fever (older version),1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
spacelnc,Space Launcher,1979,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
ccmk2,Chess Champion: MK II (set 1),1979,Novag Industries / Commodore,Keyboard/Typing,Arcade Hardware (Unknown)
ccmk2a,Chess Champion: MK II (set 2),1979,Novag Industries / Commodore,Keyboard/Typing,Arcade Hardware (Unknown)
shuttlei,Shuttle Invader,1979,"Omori Electric Co., Ltd.",Action (Multiplayer),Arcade Hardware (Unknown)
skylove,Sky Love,1979,"Omori Electric Co., Ltd.",Action (Multiplayer),Arcade Hardware (Unknown)
spaceg,Space Guerrilla,1979,"Omori Electric Co., Ltd.",Action (Multiplayer),Arcade Hardware (Unknown)
pacominv,Pacom Invader (set 1),1979,Pacom Corporation,Dial/Paddle,Arcade Hardware (Unknown)
pacominva,Pacom Invader (set 2),1979,Pacom Corporation,Dial/Paddle,Arcade Hardware (Unknown)
cx3000tc,CX 3000 Tele Computer,1979,Palson,Action (Multiplayer),Arcade Hardware (Unknown)
stopthief,Stop Thief: Electronic Cops and Robbers (Electronic Crime Scanner),1979,Parker Brothers,Keyboard/Typing,Arcade Hardware (Unknown)
stopthiefp,Stop Thief: Electronic Cops and Robbers (Electronic Crime Scanner) (patent),1979,Parker Brothers,Keyboard/Typing,Arcade Hardware (Unknown)
wildfire,Wildfire (patent),1979,Parker Brothers,Arcade,Arcade Hardware (Unknown)
videopacf,Videopac C52 (France),1979,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
vc6000,VC 6000,1979,Prinztronic,Action (Multiplayer),Arcade Hardware (Unknown)
cosmicos,Cosmicos,1979,Radio Bulletin,Keyboard/Typing,Arcade Hardware (Unknown)
rc702,RC702 Piccolo,1979,Regnecentralen,Keyboard/Typing,Arcade Hardware (Unknown)
rwtrntcs,Rowtron Television Computer System,1979,Rowtron,Action (Multiplayer),Arcade Hardware (Unknown)
goupilg1,Goupil G1,1979,SMT,Keyboard/Typing,Arcade Hardware (Unknown)
ozmawars,Ozma Wars (set 1),1979,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
ozmawars2,Ozma Wars (set 2),1979,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
ozmawars3,Ozma Wars (set 3),1979,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
safarirj,Safari Rally (Japan),1979,SNK,Racing,Arcade Hardware (Unknown)
safarir,Safari Rally (World),1979,SNK (Taito license),Racing,Arcade Hardware (Unknown)
krvnjvtv,OC Jeu Video TV Karvan,1979,SOE,Action (Multiplayer),Arcade Hardware (Unknown)
oc2000,OC-2000,1979,SOE,Action (Multiplayer),Arcade Hardware (Unknown)
ssystem3,Chess Champion: Super System III,1979,SciSys / Novag Industries / Philidor Software,Keyboard/Typing,Arcade Hardware (Unknown)
carhntds,Car Hunt / Deep Scan (France),1979,Sega,Action,Sega Arcade Hardware
headon2,Head On 2,1979,Sega,Action,Sega Arcade Hardware
headon2sl,Head On 2 (Sega Slimline),1979,Sega,Action (Multiplayer),Sega Arcade Hardware
invinco,Invinco,1979,Sega,Action,Sega Arcade Hardware
invcarht,Invinco / Car Hunt (Germany),1979,Sega,Action,Sega Arcade Hardware
invds,Invinco / Deep Scan,1979,Sega,Action,Sega Arcade Hardware
invho2,Invinco / Head On 2 (set 1),1979,Sega,Action,Sega Arcade Hardware
invho2a,Invinco / Head On 2 (set 2),1979,Sega,Action,Sega Arcade Hardware
sspaceatc,Space Attack (cocktail),1979,Sega,Action (Multiplayer),Sega Arcade Hardware
sspaceat,Space Attack (upright set 1),1979,Sega,Action (Multiplayer),Sega Arcade Hardware
sspaceat2,Space Attack (upright set 2),1979,Sega,Action (Multiplayer),Sega Arcade Hardware
sspaceat3,Space Attack (upright set 3),1979,Sega,Action (Multiplayer),Sega Arcade Hardware
sspacaho,Space Attack / Head On,1979,Sega,Action (Multiplayer),Sega Arcade Hardware
lbeach,Long Beach,1979,Seletron / Olympia,Dial/Paddle,Arcade Hardware (Unknown)
mz80k,MZ-80K,1979,Sharp,Keyboard/Typing,Arcade Hardware (Unknown)
mz80kj,MZ-80K (Japanese),1979,Sharp,Keyboard/Typing,Arcade Hardware (Unknown)
pipbug,PIPBUG,1979,Signetics,Keyboard/Typing,Arcade Hardware (Unknown)
dai3wksi,Dai 3 Wakusei (Japan),1979,Sun Electronics,Action (Multiplayer),Arcade Hardware (Unknown)
runaways,"Runaway (Sun Electronics, Japan)",1979,Sun Electronics,Action (Multiplayer),Arcade Hardware (Unknown)
warp1,Warp-1 (Japan),1979,Sun Electronics,Action (Multiplayer),Arcade Hardware (Unknown)
warp1t,"Warp-1 (Japan, Taito license)",1979,Sun Electronics (Taito license),Action (Multiplayer),Arcade Hardware (Unknown)
cosmo,Cosmo,1979,TDS & MINTS,Action (Multiplayer),Arcade Hardware (Unknown)
fgoal,Field Goal (set 1),1979,Taito,Dial/Paddle,Taito Arcade
fgoala,Field Goal (set 2),1979,Taito,Dial/Paddle,Taito Arcade
lrescue,Lunar Rescue,1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
schasercv,Space Chaser (CV version - set 1),1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
schaser,Space Chaser (set 1),1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
schasera,Space Chaser (set 2),1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
schaserb,Space Chaser (set 3),1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
schaserc,Space Chaser (set 4),1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
sicv,"Space Invaders (CV Version, larger roms)",1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
sicv1,"Space Invaders (CV Version, smaller roms)",1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
invadpt2,"Space Invaders Part II (Taito, bigger ROMs)",1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
invadpt2a,"Space Invaders Part II (Taito, smaller ROMs)",1979,Taito,Action (Multiplayer),Arcade Hardware (Unknown)
sflush,Straight Flush,1979,Taito,Dial/Paddle,Arcade Hardware (Unknown)
zzblock,Zun Zun Block,1979,Taito,Puzzle,Taito Arcade
sspeedr,Super Speed Race,1979,Taito (Midway license),Racing,Taito Arcade
grescue,Galaxy Rescue,1979,Taito (Universal license?),Action (Multiplayer),Arcade Hardware (Unknown)
jspecter,Jatre Specter (set 1),1979,Taito / Jatre,Action (Multiplayer),Arcade Hardware (Unknown)
jspecter2,Jatre Specter (set 2),1979,Taito / Jatre,Action (Multiplayer),Arcade Hardware (Unknown)
moonbase,Moon Base Zeta (set 1),1979,Taito / Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
moonbasea,Moon Base Zeta (set 2),1979,Taito / Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
invadpt2br,Space Invaders Part II (Brazil),1979,Taito do Brasil,Action (Multiplayer),Arcade Hardware (Unknown)
trs80m2,TRS-80 Model II,1979,Tandy Radio Shack,Keyboard/Typing,Arcade Hardware (Unknown)
mt65,Microtan 65,1979,Tangerine,Action,Arcade Hardware (Unknown)
beaminv,Beam Invader,1979,Teknon Kogyo,Dial/Paddle,Arcade Hardware (Unknown)
telngtcs,Teleng Television Computer System,1979,Teleng,Action (Multiplayer),Arcade Hardware (Unknown)
telex277d,Telex 277-D Display Terminal (Model 2),1979,Telex Computer Products,Arcade,Arcade Hardware (Unknown)
tithermos,Electronic Digital Thermostat,1979,Texas Instruments,Keyboard/Typing,Arcade Hardware (Unknown)
lantrans,Language Translator,1979,Texas Instruments,Keyboard/Typing,Arcade Hardware (Unknown)
lantransp,Language Translator (patent),1979,Texas Instruments,Keyboard/Typing,Arcade Hardware (Unknown)
mrchalgr,Mr. Challenger (US),1979,Texas Instruments,Keyboard/Typing,Arcade Hardware (Unknown)
ti99_4,TI-99/4 Home Computer (US),1979,Texas Instruments,Action (Multiplayer),Arcade Hardware (Unknown)
timaze,unknown electronic maze game (patent),1979,Texas Instruments,Action,Arcade Hardware (Unknown)
perq,PERQ 1A,1979,Three Rivers Company Corporation,Arcade,Arcade Hardware (Unknown)
copycat,Copy Cat (model 7-520),1979,Tiger Electronics,Arcade,Arcade Hardware (Unknown)
hccbaskb,Half Court Computer Basketball,1979,Tiger Electronics,Sports,Arcade Hardware (Unknown)
subwars,Sub Wars (LED version),1979,Tiger Electronics,Action,Arcade Hardware (Unknown)
tbreakup,Break Up (Tomy),1979,Tomy,Arcade,Arcade Hardware (Unknown)
tmvolleyb,Volleyball (Tomy),1979,Tomy,Arcade,Arcade Hardware (Unknown)
ttfball,"Football (Toytronic, set 1)",1979,Toytronic,Sports,Arcade Hardware (Unknown)
ttfballa,"Football (Toytronic, set 2)",1979,Toytronic,Sports,Arcade Hardware (Unknown)
triton51,Triton L5.1,1979,Transam,Keyboard/Typing,Arcade Hardware (Unknown)
omar1,Omar I,1979,Tryom,Keyboard/Typing,Arcade Hardware (Unknown)
omar2,Omar II,1979,Tryom,Keyboard/Typing,Arcade Hardware (Unknown)
cosmica2a,Cosmic Alien (early version II?),1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
cosmica1,Cosmic Alien (first version),1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
cosmica,"Cosmic Alien (version II, set 1)",1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
cosmica22,"Cosmic Alien (version II, set 2)",1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
cosmica23,"Cosmic Alien (version II, set 3)",1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
cosmicg,Cosmic Guerilla,1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
galxwars,Galaxy Wars (Universal set 1),1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
galxwars2,Galaxy Wars (Universal set 2),1979,Universal,Action (Multiplayer),Arcade Hardware (Unknown)
getaway,Get A Way (upright),1979,Universal,Dial/Paddle,Arcade Hardware (Unknown)
galxwarst2,Galaxy Wars (Taito),1979,Universal (Taito Corporation license),Action (Multiplayer),Arcade Hardware (Unknown)
galxwarst,Galaxy Wars (Taito?),1979,Universal (Taito license?),Action (Multiplayer),Arcade Hardware (Unknown)
v4in1eg,4 in 1 Electronic Games (VTech),1979,VTech,Keyboard/Typing,Arcade Hardware (Unknown)
vector1,Vector 1+ (DD drive),1979,Vector Graphic,Keyboard/Typing,Arcade Hardware (Unknown)
vector3,Vector 3,1979,Vector Graphic,Keyboard/Typing,Arcade Hardware (Unknown)
speedfrk,Speed Freak,1979,Vectorbeam,Dial/Paddle,Arcade Hardware (Unknown)
warrior,Warrior,1979,Vectorbeam,Action (Multiplayer),Arcade Hardware (Unknown)
paraca,Paracaidista,1979,Video Game / Electrogame,Dial/Paddle,Arcade Hardware (Unknown)
vmdtbase,Videomaster Database Games-Computer,1979,Videomaster,Action (Multiplayer),Arcade Hardware (Unknown)
database,Voltmace Database,1979,Voltmace,Action (Multiplayer),Arcade Hardware (Unknown)
yosakdon,Yosaku to Donbei (set 1),1979,Wing,Action (Multiplayer),Arcade Hardware (Unknown)
yosakdona,Yosaku to Donbei (set 2),1979,Wing,Action (Multiplayer),Arcade Hardware (Unknown)
sstrangr2,Space Stranger 2,1979,Yachiyo Electric,Action (Multiplayer),Arcade Hardware (Unknown)
dodgem,Dodgem,1979,Zaccaria,Action,Arcade Hardware (Unknown)
galaxia,Galaxia (set 1),1979,Zaccaria / Zelco,Action (Multiplayer),Arcade Hardware (Unknown)
galaxiaa,Galaxia (set 2),1979,Zaccaria / Zelco,Action (Multiplayer),Arcade Hardware (Unknown)
galaxiab,Galaxia (set 3),1979,Zaccaria / Zelco,Action (Multiplayer),Arcade Hardware (Unknown)
zephyr,Zephyr (00-441-01),1979,Zentec,Keyboard/Typing,Arcade Hardware (Unknown)
asteroidb1,"Asteroids (bootleg on Lunar Lander hardware, set 1)",1979,bootleg,Arcade,Atari Arcade
asteroidb2,"Asteroids (bootleg on Lunar Lander hardware, set 2)",1979,bootleg,Arcade,Atari Arcade
acombat,"Astro Combat (newer, CB)",1979,bootleg,Action (Multiplayer),Data East Arcade
acombato,"Astro Combat (older, PZ)",1979,bootleg,Action (Multiplayer),Data East Arcade
desterth,Destination Earth (bootleg of Lunar Rescue),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxianbl3,Galaxian (Spanish bootleg),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxbsf,"Galaxian (bootleg, set 1)",1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxianbl,"Galaxian (bootleg, set 2)",1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxbsf2,"Galaxian (bootleg, set 3)",1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxianbl2,"Galaxian (bootleg, set 4)",1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxianiii,Galaxian III (bootleg of Galaxian),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
galaxyx,Galaxy X (bootleg of Galaxian),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
headonmz,"Head On (bootleg, alt maze)",1979,bootleg,Action,Sega Arcade Hardware
invasionb,Invasion (Italian bootleg),1979,bootleg,Action,Arcade Hardware (Unknown)
mcwars,Macro-Cosm Wars (bootleg of Galaxian),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
meteorbl,Meteor (bootleg of Asteroids),1979,bootleg,Arcade,Atari Arcade
smash,Smash (bootleg of Crash),1979,bootleg,Action,Arcade Hardware (Unknown)
solfight,Solar Fight (bootleg of Ozma Wars),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
spacecom,Space Combat (bootleg of Space Invaders),1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
starw,"Star Wars (bootleg of Galaxy Wars, set 1)",1979,bootleg,Action (Multiplayer),Arcade Hardware (Unknown)
invasiona,"UFO Robot Attack (bootleg of Invasion, newer set)",1979,bootleg,Action,Arcade Hardware (Unknown)
invasiona2,"UFO Robot Attack (bootleg of Invasion, older set)",1979,bootleg,Action,Arcade Hardware (Unknown)
